Ward No,Ward Name,District Name,LSG Qid,Name in English,Name in Malyalam,LSG localbody code,Position,Party,Reservation
7,Kappil East,Alappuzha ,Q16137140,Krishnapuram Grama Panchayat,കൃഷ്ണപുരം ഗ്രാമ പഞ്ചായത്ത്,G041206,Member,INC,General
8,Njakkanal East,Alappuzha ,Q16137140,Krishnapuram Grama Panchayat,കൃഷ്ണപുരം ഗ്രാമ പഞ്ചായത്ത്,G041206,Member,INC,Woman
9,Kappil Kuttippuram South,Alappuzha ,Q16137140,Krishnapuram Grama Panchayat,കൃഷ്ണപുരം ഗ്രാമ പഞ്ചായത്ത്,G041206,Member,CPI(M),Woman
10,Njakkanal West,Alappuzha ,Q16137140,Krishnapuram Grama Panchayat,കൃഷ്ണപുരം ഗ്രാമ പഞ്ചായത്ത്,G041206,Member,INC,SC Woman
11,Puthiyakavu,Alappuzha ,Q16137140,Krishnapuram Grama Panchayat,കൃഷ്ണപുരം ഗ്രാമ പഞ്ചായത്ത്,G041206,Member,INC,General
12,Krishnapuram South,Alappuzha ,Q16137140,Krishnapuram Grama Panchayat,കൃഷ്ണപുരം ഗ്രാമ പഞ്ചായത്ത്,G041206,Member,CPI(M),Woman
13,South Kochumuri,Alappuzha ,Q16137140,Krishnapuram Grama Panchayat,കൃഷ്ണപുരം ഗ്രാമ പഞ്ചായത്ത്,G041206,President,INDEPENDENT,Woman
14,Kochumuri,Alappuzha ,Q16137140,Krishnapuram Grama Panchayat,കൃഷ്ണപുരം ഗ്രാമ പഞ്ചായത്ത്,G041206,Member,CPI(M),General
15,Krishnapuram,Alappuzha ,Q16137140,Krishnapuram Grama Panchayat,കൃഷ്ണപുരം ഗ്രാമ പഞ്ചായത്ത്,G041206,Member,BJP,SC
16,Panchayath Office Ward,Alappuzha ,Q16137140,Krishnapuram Grama Panchayat,കൃഷ്ണപുരം ഗ്രാമ പഞ്ചായത്ത്,G041206,Member,JD(U),General
17,Kappil Mekku,Alappuzha ,Q16137140,Krishnapuram Grama Panchayat,കൃഷ്ണപുരം ഗ്രാമ പഞ്ചായത്ത്,G041206,Member,BJP,General
1,Govindamuttom,Alappuzha ,Q13112723,Devikulangara Grama Panchayat,ദേവികുളങ്ങര ഗ്രാമ പഞ്ചായത്ത്,G041207,President,INC,General
2,North Kochumuri,Alappuzha ,Q13112723,Devikulangara Grama Panchayat,ദേവികുളങ്ങര ഗ്രാമ പഞ്ചായത്ത്,G041207,Member,CPI(M),Woman
3,Kaniyamuri,Alappuzha ,Q13112723,Devikulangara Grama Panchayat,ദേവികുളങ്ങര ഗ്രാമ പഞ്ചായത്ത്,G041207,Member,CPI(M),SC Woman
4,Vadakke Anjilimood,Alappuzha ,Q13112723,Devikulangara Grama Panchayat,ദേവികുളങ്ങര ഗ്രാമ പഞ്ചായത്ത്,G041207,Member,CPI(M),Woman
5,Thekke Anjilimood,Alappuzha ,Q13112723,Devikulangara Grama Panchayat,ദേവികുളങ്ങര ഗ്രാമ പഞ്ചായത്ത്,G041207,Member,CPI(M),Woman
6,High School Ward,Alappuzha ,Q13112723,Devikulangara Grama Panchayat,ദേവികുളങ്ങര ഗ്രാമ പഞ്ചായത്ത്,G041207,Member,CPI(M),Woman
7,Sakthikulangara,Alappuzha ,Q13112723,Devikulangara Grama Panchayat,ദേവികുളങ്ങര ഗ്രാമ പഞ്ചായത്ത്,G041207,Member,INC,Woman
8,Kaleeckasseri,Alappuzha ,Q13112723,Devikulangara Grama Panchayat,ദേവികുളങ്ങര ഗ്രാമ പഞ്ചായത്ത്,G041207,Member,CPI(M),SC
9,Kdasseri,Alappuzha ,Q13112723,Devikulangara Grama Panchayat,ദേവികുളങ്ങര ഗ്രാമ പഞ്ചായത്ത്,G041207,Member,BJP,General
10,Bank Ward,Alappuzha ,Q13112723,Devikulangara Grama Panchayat,ദേവികുളങ്ങര ഗ്രാമ പഞ്ചായത്ത്,G041207,Member,INC,Woman
11,Devikulangara,Alappuzha ,Q13112723,Devikulangara Grama Panchayat,ദേവികുളങ്ങര ഗ്രാമ പഞ്ചായത്ത്,G041207,Member,INC,Woman
12,Kumbilisseril,Alappuzha ,Q13112723,Devikulangara Grama Panchayat,ദേവികുളങ്ങര ഗ്രാമ പഞ്ചായത്ത്,G041207,Member,INC,General
13,Krishi Bhavan,Alappuzha ,Q13112723,Devikulangara Grama Panchayat,ദേവികുളങ്ങര ഗ്രാമ പഞ്ചായത്ത്,G041207,Member,INC,General
14,Varanappally,Alappuzha ,Q13112723,Devikulangara Grama Panchayat,ദേവികുളങ്ങര ഗ്രാമ പഞ്ചായത്ത്,G041207,Vice President,INDEPENDENT,General
15,Temple Ward,Alappuzha ,Q13112723,Devikulangara Grama Panchayat,ദേവികുളങ്ങര ഗ്രാമ പഞ്ചായത്ത്,G041207,Member,CPI(M),General
1,Thottakom West,Kottayam ,Q13112414,Thalayazham Grama Panchayat,തലയാഴം ഗ്രാമ പഞ്ചായത്ത്,G050101,Vice President,CPI(M),General
2,Thottakom,Kottayam ,Q13112414,Thalayazham Grama Panchayat,തലയാഴം ഗ്രാമ പഞ്ചായത്ത്,G050101,Member,CPI,General
3,Thottakom East,Kottayam ,Q13112414,Thalayazham Grama Panchayat,തലയാഴം ഗ്രാമ പഞ്ചായത്ത്,G050101,Member,CPI(M),Woman
4,Koovam,Kottayam ,Q13112414,Thalayazham Grama Panchayat,തലയാഴം ഗ്രാമ പഞ്ചായത്ത്,G050101,Member,CPI(M),SC Woman
5,Ullala,Kottayam ,Q13112414,Thalayazham Grama Panchayat,തലയാഴം ഗ്രാമ പഞ്ചായത്ത്,G050101,Member,INC,SC
6,Ullala South,Kottayam ,Q13112414,Thalayazham Grama Panchayat,തലയാഴം ഗ്രാമ പഞ്ചായത്ത്,G050101,Member,CPI,Woman
7,Palliyadu,Kottayam ,Q13112414,Thalayazham Grama Panchayat,തലയാഴം ഗ്രാമ പഞ്ചായത്ത്,G050101,Member,CPI(M),Woman
8,Punnappuzhy,Kottayam ,Q13112414,Thalayazham Grama Panchayat,തലയാഴം ഗ്രാമ പഞ്ചായത്ത്,G050101,Member,CPI(M),Woman
9,Thalayazham North,Kottayam ,Q13112414,Thalayazham Grama Panchayat,തലയാഴം ഗ്രാമ പഞ്ചായത്ത്,G050101,Member,CPI(M),General
10,Thrippakkudam,Kottayam ,Q13112414,Thalayazham Grama Panchayat,തലയാഴം ഗ്രാമ പഞ്ചായത്ത്,G050101,Member,CPI,Woman
11,Puthenpalam,Kottayam ,Q13112414,Thalayazham Grama Panchayat,തലയാഴം ഗ്രാമ പഞ്ചായത്ത്,G050101,Member,CPI,General
12,Madapally West,Kottayam ,Q13112414,Thalayazham Grama Panchayat,തലയാഴം ഗ്രാമ പഞ്ചായത്ത്,G050101,Member,CPI(M),Woman
13,Kothavara,Kottayam ,Q13112414,Thalayazham Grama Panchayat,തലയാഴം ഗ്രാമ പഞ്ചായത്ത്,G050101,Member,INC,General
14,Kothavara North,Kottayam ,Q13112414,Thalayazham Grama Panchayat,തലയാഴം ഗ്രാമ പഞ്ചായത്ത്,G050101,President,CPI,Woman
15,Eda Ullala,Kottayam ,Q13112414,Thalayazham Grama Panchayat,തലയാഴം ഗ്രാമ പഞ്ചായത്ത്,G050101,Member,CPI,General
1,Kattikunnu,Kottayam ,Q20578684,Chempu Grama Panchayat,ചെമ്പ് ഗ്രാമ പഞ്ചായത്ത്,G050102,Member,INC,General
2,Panackal,Kottayam ,Q20578684,Chempu Grama Panchayat,ചെമ്പ് ഗ്രാമ പഞ്ചായത്ത്,G050102,Member,IUML,Woman
3,Eliyammel,Kottayam ,Q20578684,Chempu Grama Panchayat,ചെമ്പ് ഗ്രാമ പഞ്ചായത്ത്,G050102,Member,CPI(M),Woman
4,Dr.Ambedkar,Kottayam ,Q20578684,Chempu Grama Panchayat,ചെമ്പ് ഗ്രാമ പഞ്ചായത്ത്,G050102,Member,CPI,General
5,Kallukuthankadavu,Kottayam ,Q20578684,Chempu Grama Panchayat,ചെമ്പ് ഗ്രാമ പഞ്ചായത്ത്,G050102,Member,CPI(M),Woman
6,Brahmamangalam,Kottayam ,Q20578684,Chempu Grama Panchayat,ചെമ്പ് ഗ്രാമ പഞ്ചായത്ത്,G050102,Member,INC,General
7,Chalunkal,Kottayam ,Q20578684,Chempu Grama Panchayat,ചെമ്പ് ഗ്രാമ പഞ്ചായത്ത്,G050102,Member,BJP,General
8,Parappuram,Kottayam ,Q20578684,Chempu Grama Panchayat,ചെമ്പ് ഗ്രാമ പഞ്ചായത്ത്,G050102,Member,INDEPENDENT,Woman
9,Enadi,Kottayam ,Q20578684,Chempu Grama Panchayat,ചെമ്പ് ഗ്രാമ പഞ്ചായത്ത്,G050102,Member,CPI(M),SC Woman
10,Thuruthumma,Kottayam ,Q20578684,Chempu Grama Panchayat,ചെമ്പ് ഗ്രാമ പഞ്ചായത്ത്,G050102,Vice President,CPI,General
11,Chempu Postoffice,Kottayam ,Q20578684,Chempu Grama Panchayat,ചെമ്പ് ഗ്രാമ പഞ്ചായത്ത്,G050102,Member,CPI(M),General
12,Chempu Town,Kottayam ,Q20578684,Chempu Grama Panchayat,ചെമ്പ് ഗ്രാമ പഞ്ചായത്ത്,G050102,Member,CPI,SC
13,Vijayodhayam,Kottayam ,Q20578684,Chempu Grama Panchayat,ചെമ്പ് ഗ്രാമ പഞ്ചായത്ത്,G050102,Member,CPI(M),Woman
14,Murinjapuzha,Kottayam ,Q20578684,Chempu Grama Panchayat,ചെമ്പ് ഗ്രാമ പഞ്ചായത്ത്,G050102,President,CPI(M),Woman
15,Mahatmagandhi,Kottayam ,Q20578684,Chempu Grama Panchayat,ചെമ്പ് ഗ്രാമ പഞ്ചായത്ത്,G050102,Member,INC,Woman
1,Tharavattom,Kottayam ,Q13113894,Maravanthuruthu Grama Panchayat,മറവന്‍തുരുത്ത് ഗ്രാമ പഞ്ചായത്ത്,G050103,Member,CPI(M),Woman
2,Chathanad,Kottayam ,Q13113894,Maravanthuruthu Grama Panchayat,മറവന്‍തുരുത്ത് ഗ്രാമ പഞ്ചായത്ത്,G050103,Member,INC,Woman
3,Thuruthumma,Kottayam ,Q13113894,Maravanthuruthu Grama Panchayat,മറവന്‍തുരുത്ത് ഗ്രാമ പഞ്ചായത്ത്,G050103,Member,INC,General
4,Panjippalam,Kottayam ,Q13113894,Maravanthuruthu Grama Panchayat,മറവന്‍തുരുത്ത് ഗ്രാമ പഞ്ചായത്ത്,G050103,Member,CPI(M),Woman
5,Maravanthuruth,Kottayam ,Q13113894,Maravanthuruthu Grama Panchayat,മറവന്‍തുരുത്ത് ഗ്രാമ പഞ്ചായത്ത്,G050103,Member,CPI(M),Woman
6,Chungam,Kottayam ,Q13113894,Maravanthuruthu Grama Panchayat,മറവന്‍തുരുത്ത് ഗ്രാമ പഞ്ചായത്ത്,G050103,Member,CPI(M),Woman
7,Palamkadavu,Kottayam ,Q13113894,Maravanthuruthu Grama Panchayat,മറവന്‍തുരുത്ത് ഗ്രാമ പഞ്ചായത്ത്,G050103,Member,CPI,General
8,Chirekkadavu,Kottayam ,Q13113894,Maravanthuruthu Grama Panchayat,മറവന്‍തുരുത്ത് ഗ്രാമ പഞ്ചായത്ത്,G050103,Member,CPI(M),Woman
9,Edavattom,Kottayam ,Q13113894,Maravanthuruthu Grama Panchayat,മറവന്‍തുരുത്ത് ഗ്രാമ പഞ്ചായത്ത്,G050103,President,CPI(M),General
10,Kadookkara,Kottayam ,Q13113894,Maravanthuruthu Grama Panchayat,മറവന്‍തുരുത്ത് ഗ്രാമ പഞ്ചായത്ത്,G050103,Member,INC,SC
11,Koottummel,Kottayam ,Q13113894,Maravanthuruthu Grama Panchayat,മറവന്‍തുരുത്ത് ഗ്രാമ പഞ്ചായത്ത്,G050103,Member,INDEPENDENT,General
12,Kulasekharamangalam,Kottayam ,Q13113894,Maravanthuruthu Grama Panchayat,മറവന്‍തുരുത്ത് ഗ്രാമ പഞ്ചായത്ത്,G050103,Vice President,CPI(M),Woman
13,Toll,Kottayam ,Q13113894,Maravanthuruthu Grama Panchayat,മറവന്‍തുരുത്ത് ഗ്രാമ പഞ്ചായത്ത്,G050103,Member,CPI(M),General
14,Kodooppadam,Kottayam ,Q13113894,Maravanthuruthu Grama Panchayat,മറവന്‍തുരുത്ത് ഗ്രാമ പഞ്ചായത്ത്,G050103,Member,CPI,General
15,Chemmanakari,Kottayam ,Q13113894,Maravanthuruthu Grama Panchayat,മറവന്‍തുരുത്ത് ഗ്രാമ പഞ്ചായത്ത്,G050103,Member,INC,Woman
1,Palliprathusseri,Kottayam ,Q16135721,TV Puram Grama Panchayat,ടി.വി.പുരം ഗ്രാമ പഞ്ചായത്ത്,G050104,Member,CPI(M),Woman
2,Chemmanathukara North,Kottayam ,Q16135721,TV Puram Grama Panchayat,ടി.വി.പുരം ഗ്രാമ പഞ്ചായത്ത്,G050104,Member,CPI(M),SC
3,Chemmanathukara East,Kottayam ,Q16135721,TV Puram Grama Panchayat,ടി.വി.പുരം ഗ്രാമ പഞ്ചായത്ത്,G050104,Member,KC(M),General
4,Cherikal,Kottayam ,Q16135721,TV Puram Grama Panchayat,ടി.വി.പുരം ഗ്രാമ പഞ്ചായത്ത്,G050104,Member,INC,Woman
5,Chemmanathukara South,Kottayam ,Q16135721,TV Puram Grama Panchayat,ടി.വി.പുരം ഗ്രാമ പഞ്ചായത്ത്,G050104,Member,CPI,General
6,Kottarapalli,Kottayam ,Q16135721,TV Puram Grama Panchayat,ടി.വി.പുരം ഗ്രാമ പഞ്ചായത്ത്,G050104,Member,KC(M),General
7,Appackal,Kottayam ,Q16135721,TV Puram Grama Panchayat,ടി.വി.പുരം ഗ്രാമ പഞ്ചായത്ത്,G050104,Member,INC,General
8,Moothedathukavu,Kottayam ,Q16135721,TV Puram Grama Panchayat,ടി.വി.പുരം ഗ്രാമ പഞ്ചായത്ത്,G050104,Member,CPI(M),Woman
9,T V Puram,Kottayam ,Q16135721,TV Puram Grama Panchayat,ടി.വി.പുരം ഗ്രാമ പഞ്ചായത്ത്,G050104,Member,CPI,Woman
10,Kottachira,Kottayam ,Q16135721,TV Puram Grama Panchayat,ടി.വി.പുരം ഗ്രാമ പഞ്ചായത്ത്,G050104,Member,BJP,General
11,Thrinayamkudam,Kottayam ,Q16135721,TV Puram Grama Panchayat,ടി.വി.പുരം ഗ്രാമ പഞ്ചായത്ത്,G050104,President,INDEPENDENT,General
12,Kannukettusseri,Kottayam ,Q16135721,TV Puram Grama Panchayat,ടി.വി.പുരം ഗ്രാമ പഞ്ചായത്ത്,G050104,Member,CPI(M),Woman
13,Mattapalli,Kottayam ,Q16135721,TV Puram Grama Panchayat,ടി.വി.പുരം ഗ്രാമ പഞ്ചായത്ത്,G050104,Member,INC,Woman
14,Mannathanam,Kottayam ,Q16135721,TV Puram Grama Panchayat,ടി.വി.പുരം ഗ്രാമ പഞ്ചായത്ത്,G050104,Vice President,KC(M),Woman
1,Poomkavu,Kottayam ,Q13114769,Vechoor Grama Panchayat,വെച്ചൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G050105,Member,CPI(M),Woman
2,Edayazham,Kottayam ,Q13114769,Vechoor Grama Panchayat,വെച്ചൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G050105,Member,CPI,Woman
3,Thottappally,Kottayam ,Q13114769,Vechoor Grama Panchayat,വെച്ചൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G050105,Member,CPI(M),Woman
4,Muchoorkavu,Kottayam ,Q13114769,Vechoor Grama Panchayat,വെച്ചൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G050105,Member,INC,General
5,Mattam,Kottayam ,Q13114769,Vechoor Grama Panchayat,വെച്ചൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G050105,President,CPI(M),General
6,Kaippuzhamuttu,Kottayam ,Q13114769,Vechoor Grama Panchayat,വെച്ചൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G050105,Member,CPI(M),Woman
7,Achinakom,Kottayam ,Q13114769,Vechoor Grama Panchayat,വെച്ചൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G050105,Member,INC,General
8,Govindapuram,Kottayam ,Q13114769,Vechoor Grama Panchayat,വെച്ചൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G050105,Member,CPI(M),Woman
9,Sasthakkulam,Kottayam ,Q13114769,Vechoor Grama Panchayat,വെച്ചൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G050105,Member,INC,General
10,Nagarinna,Kottayam ,Q13114769,Vechoor Grama Panchayat,വെച്ചൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G050105,Member,CPI,Woman
11,Vechoorpally,Kottayam ,Q13114769,Vechoor Grama Panchayat,വെച്ചൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G050105,Member,CPI(M),SC Woman
12,Cherakulangara,Kottayam ,Q13114769,Vechoor Grama Panchayat,വെച്ചൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G050105,Member,KC(M),General
13,Pariyaram,Kottayam ,Q13114769,Vechoor Grama Panchayat,വെച്ചൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G050105,Member,CPI(M),SC
1,Akkarapadom,Kottayam ,Q13110504,Udayanapuram Grama Panchayat,ഉദയനാപുരം ഗ്രാമ പഞ്ചായത്ത്,G050106,Member,CPI(M),Woman
2,Vadakkemuri,Kottayam ,Q13110504,Udayanapuram Grama Panchayat,ഉദയനാപുരം ഗ്രാമ പഞ്ചായത്ത്,G050106,President,CPI(M),General
3,Nanadom,Kottayam ,Q13110504,Udayanapuram Grama Panchayat,ഉദയനാപുരം ഗ്രാമ പഞ്ചായത്ത്,G050106,Member,CPI,Woman
4,Irumpoozhikkara,Kottayam ,Q13110504,Udayanapuram Grama Panchayat,ഉദയനാപുരം ഗ്രാമ പഞ്ചായത്ത്,G050106,Member,CPI(M),Woman
5,Vaikaprayar West,Kottayam ,Q13110504,Udayanapuram Grama Panchayat,ഉദയനാപുരം ഗ്രാമ പഞ്ചായത്ത്,G050106,Member,CPI(M),General
6,Vaikaprayar East,Kottayam ,Q13110504,Udayanapuram Grama Panchayat,ഉദയനാപുരം ഗ്രാമ പഞ്ചായത്ത്,G050106,Member,CPI,SC
7,Padinjarekkara,Kottayam ,Q13110504,Udayanapuram Grama Panchayat,ഉദയനാപുരം ഗ്രാമ പഞ്ചായത്ത്,G050106,Member,CPI(M),Woman
8,Puthenpalam,Kottayam ,Q13110504,Udayanapuram Grama Panchayat,ഉദയനാപുരം ഗ്രാമ പഞ്ചായത്ത്,G050106,Vice President,CPI,General
9,Vazhamana,Kottayam ,Q13110504,Udayanapuram Grama Panchayat,ഉദയനാപുരം ഗ്രാമ പഞ്ചായത്ത്,G050106,Member,CPI(M),Woman
10,Kanathali,Kottayam ,Q13110504,Udayanapuram Grama Panchayat,ഉദയനാപുരം ഗ്രാമ പഞ്ചായത്ത്,G050106,Member,CPI(M),General
11,Vallakom,Kottayam ,Q13110504,Udayanapuram Grama Panchayat,ഉദയനാപുരം ഗ്രാമ പഞ്ചായത്ത്,G050106,Member,INC,General
12,Paruthimudi,Kottayam ,Q13110504,Udayanapuram Grama Panchayat,ഉദയനാപുരം ഗ്രാമ പഞ്ചായത്ത്,G050106,Member,CPI,SC Woman
